"V1","V2"
-106.3261,44.7029
-106.9763,44.8122
-106.9281,44.5654
-109.2225,41.5851
-107.4734,44.1022
-104.9221,43.9334
-85.9481,32.9453
-86.9508,34.7753
-85.4653,32.5992
-86.8819,34.6892
-87.6489,33.6972
-86.7244,32.6625
-86.7456,33.0944
-86.6042,32.8161
-88.1342,32.8347
-86.6086,31.79
-86.8336,33.2725
-85.4336,32.9069
-87.2314,32.4714
-86.0003,32.2603
-88.0344,33.575
-86.2181,32.26
-87.2989,34.4883
-86.445,34.5528
-87.7017,30.5653
-86.2114,33.2053
-86.135,33.4164
-86.2025,32.4392
-85.6064,34.5686
-112.86,32.3697
-111.8222,35.2303
-110.5411,36.6778
-109.5394,36.1533
-110.3481,32.2617
-109.3572,32.0061
-112.165,34.305
-110.7314,32.2844
-113.3667,35.2947
-109.1214,32.7481
-111.6444,33.4192
-111.2758,34.1111
-110.9978,31.8931
-114.3603,34.5031
-112.3631,33.4992
-109.8589,34.1142
-110.9681,31.4553
-110.7317,32.61
-113.0317,33.0772
-109.885,34.7994
-109.9219,34.1239
-110.9658,34.1003
-110.4875,32.4275
-111.6314,32.8117
-110.6292,32.6014
-111.6022,31.6036
-111.5056,31.5717
-110.0075,34.2639
-109.09,36.9233
-110.7247,32.1264
-112.8097,34.9281
-112.562,34.3117
-109.8369,32.2553
-112.5231,33.7775
-94.1594,35.0236
-91.055,35.9308
-92.8417,34.7961
-93.4333,34.0275
-94.0994,33.6194
-91.3533,35.2894
-91.7944,35.8306
-91.6383,35.7594
-92.6006,34.5675
-93.1444,34.2872
-93.1947,34.5697
-93.9258,35.0931
-91.3783,36.0214
-92.1636,36.1092
-92.5653,35.3353
-93.4036,35.5328
-92.4903,35.1033
-93.3947,35.0375
-93.1675,35.2342
-93.1486,34.2531
-92.6961,35.7214
-91.6147,36.0803
-92.3989,33.8228
-94.3975,33.7222
-92.7161,35.9886
-93.1061,36.1956
-91.9956,35.5128
-93.6817,34.3608
-91.2731,33.7703
-91.9928,34.6033
-92.4889,34.8511
-92.9158,36.4194
-93.5675,33.3614
-93.1972,35.5194
-91.535,36.4947
-92.3486,34.8808
-90.7664,34.7392
-92.6564,35.9117
-94.29,34.5978
-92.3658,33.3014
-92.7672,35.1581
-92.3939,36.3458
-92.0978,35.8444
-93.8508,33.9292
-91.2744,35.6042
-93.2044,36.4311
-93.4347,35.6464
-92.0186,34.2256
-93.3878,33.8203
-90.1458,36.4547
-93.7672,35.8236
-91.8036,36.3561
-91.7167,35.2678
-92.3914,34.3019
-94.3608,34.3828
-94.0944,34.9228
-90.7964,35.2547
-121.2014,38.2178
-120.9447,41.1936
-118.1383,34.1822
-117.8425,33.8647
-119.5128,37.0919
-122.0797,37.0856
-122.2606,37.8744
-118.1886,34.2947
-120.0936,39.3886
-116.4036,33.2558
-121.8464,40.8669
-121.3147,39.9372
-118.3481,34.1867
-119.9817,34.5822
-116.47,32.6264
-120.8433,38.2486
-121.7244,36.4806
-121.2422,40.3033
-115.7206,33.6617
-117.0858,32.64
-119.69,37.2119
-122.1433,40.4
-120.9481,39.0911
-121.1922,39.3308
-122.0269,39.1875
-116.5872,32.9897
-116.8669,36.4622
-116.3764,33.6514
-121.6108,39.8717
-120.8239,39.5633
-122.2817,41.1831
-116.9281,32.8006
-116.815,32.8856
-117.3458,33.6861
-117.09,33.1211
-120.2672,37.585
-122.0678,38.2736
-118.4297,34.705
-120.7061,38.5236
-120.1575,41.8714
-123.2447,38.515
-119.8006,36.9089
-120.8567,39.165
-122.8647,38.4306
-120.2258,37.8444
-122.4433,37.4725
-121.2667,39.2372
-121.1683,35.6842
-116.8939,33.7381
-116.7614,33.2372
-117.2661,34.4206
-116.7067,33.7572
-115.5667,32.8489
-116.2153,33.7086
-117.7231,33.72
-116.2747,34.1472
-116.5925,33.0764
-122.5447,37.9567
-121.1378,36.2069
-116.8947,32.8536
-122.0039,38.4919
-119.1194,37.9567
-119.0264,36.3817
-121.8144,37.6928
-120.4514,34.6539
-120.8667,37.0564
-120.9386,36.875
-122.1142,38.0131
-116.0731,33.5697
-121.9056,36.5903
-121.8556,36.5928
-116.5622,34.0864
-120.8447,35.3669
-121.9303,37.8792
-121.6425,37.3436
-116.4194,32.8672
-122.0325,37.5147
-119.6828,34.9456
-121.0178,37.2811
-120.4864,38.0047
-117.8836,33.6031
-121.5447,38.9261
-117.395,33.2097
-116.1689,33.1553
-119.2275,34.4478
-122.1997,39.7458
-119.1375,34.2067
-120.5031,38.7583
-118.4006,34.3294
-116.5097,33.8275
-116.84,33.3781
-118.3911,33.7997
-120.8842,36.6067
-121.6242,39.7539
-118.1447,34.1483
-120.6856,35.6278
-117.8969,34.5025
-122.6078,38.2578
-118.7569,34.4061
-121.9772,40.9869
-117.0308,33.0194
-120.9475,39.9367
-117.0814,33.0217
-117.1947,34.0369
-118.3758,33.8342
-117.3881,33.9511
-122.4714,38.5067
-120.5039,35.3372
-120.4083,34.5686
-117.2314,32.7653
-122.5053,37.7281
-117.9078,34.1553
-117.8608,34.2053
-118.1003,34.0842
-116.9753,33.7964
-120.6619,35.3056
-117.8667,33.7442
-119.6844,34.4167
-120.6375,35.3742
-118.4547,34.5894
-119.1458,35.4867
-120.3706,39.5833
-122.5342,39.5861
-121.1078,39.5631
-120.1428,39.1678
-120.1292,39.06
-121.3467,37.6819
-121.5831,37.7958
-122.7947,40.7264
-117.3908,35.7636
-120.8456,37.5019
-116.0369,34.1281
-120.3211,34.9881
-118.4428,34.0697
-117.2928,34.5292
-117.2322,33.2353
-121.7692,36.9308
-120.5453,38.3775
-122.3047,39.5231
-121.9778,38.5253
-121.7939,38.6828
-118.5744,34.1819
-116.3878,34.1294
-103.1417,40.155
-105.8569,37.4703
-108.3808,39.4992
-102.1764,38.8528
-102.1614,38.6842
-106.8381,39.1853
-105.4764,39.4053
-104.8017,39.0294
-105.2667,39.9919
-106.0431,39.4864
-104.8361,39.9436
-106.1275,38.8247
-102.2608,39.3061
-105.7089,39.6553
-102.5536,37.0103
-105.2256,38.46
-103.51,38.115
-107.5569,38.4433
-106.1897,39.3672
-105.3847,39.8958
-107.9797,39.2367
-106.9772,38.8739
-105.6897,37.9806
-106.3078,37.6911
-106.0353,39.6261
-105.2158,38.9608
-102.7769,38.4758
-104.3994,38.7403
-105.52,40.3489
-102.8594,40.6483
-105.0858,40.5764
-105.0236,40.5756
-108.0514,37.2308
-108.9608,38.6878
-105.2472,39.7197
-108.5247,39.1197
-105.8667,40.185
-105.5119,37.7333
-105.3925,38.6867
-107.2547,40.4925
-107.095,37.7494
-102.1317,38.0517
-102.3411,40.5453
-107.5333,37.0856
-105.2192,39.5728
-102.2653,40.9878
-103.5428,38.7411
-103.3219,37.4536
-103.2986,37.115
-106.3681,40.0575
-103.4767,37.7514
-107.3036,38.0522
-102.6306,38.0936
-107.6592,37.3789
-102.9906,40.5147
-103.7694,38.9497
-105.085,40.435
-108.3161,37.335
-108.4892,37.1997
-104.8683,39.0564
-104.9961,38.0492
-105.0133,39.8989
-103.7322,38.2211
-107.6725,38.0264
-108.9494,38.3897
-104.7178,38.2597
-107.7261,39.5572
-107.2667,37.7219
-105.7106,40.7022
-104.9742,38.8417
-104.9483,37.9136
-107.1097,37.8225
-106.4236,38.4039
-104.9453,39.3856
-102.5161,40.8658
-103.2922,39.5719
-102.2169,38.4683
-107.6633,37.8089
-105.1208,39.4344
-104.0567,38.3422
-107.8736,37.9492
-104.4869,37.1786
-106.3539,39.6394
-107.5811,37.3806
-105.2186,40.9656
-106.2792,40.7442
-104.7956,37.6303
-102.2986,37.3822
-106.0317,37.4297
-105.4661,38.1314
-104.5214,38.2797
-105.1169,39.775
-105.7619,39.8897
-103.5678,40.075
-106.9108,40.1564
-108.755,37.5217
-102.8117,40.2094
-73.0086,41.8417
-72.9636,41.9211
-73.1569,41.2003
-72.9319,41.7944
-72.9028,41.4078
-73.2208,41.9725
-72.0653,41.5267
-71.9031,41.9442
-81.8742,27.2178
-81.3508,27.1819
-82.5014,27.4467
-82.0894,28.6664
-80.1567,25.6719
-81.0083,29.1967
-81.5136,27.3697
-81.09,26.6639
-80.2011,26.1019
-80.3508,27.4419
-80.1342,26.0281
-80.0553,26.86
-81.7881,24.5533
-81.4264,26.7458
-81.7139,25.9492
-80.6539,28.1136
-80.3836,25.7553
-83.9858,30.4406
-81.5992,27.9378
-82.3153,27.24
-81.6842,26.1653
-80.2158,25.95
-81.5467,28.5083
-80.4361,25.5819
-81.5372,28.7992
-80.8794,28.73
-82.4008,27.7053
-82.7539,28.1522
-82.4364,27.1006
-84.8347,34.3408
-84.2461,32.0306
-84.2036,31.1903
-84.7642,34.7583
-83.7747,31.985
-83.9408,31.8453
-84.27,33.9378
-83.2058,32.2003
-82.855,34.1408
-83.86,34.3006
-83.4575,34.9089
-83.7261,34.6997
-85.3142,34.8531
-83.1136,33.8706
-82.3914,33.0125
-84.0336,33.4769
-82.2156,32.8753
-84.065,32.3175
-84.3711,32.0467
-85.1583,34.2414
-81.2808,31.3981
-83.7342,34.6647
-85.39,34.4547
-83.3319,34.5786
-83.3519,34.7128
-83.2911,33.9664
-111.4564,44.0708
-111.385,42.3353
-116.3919,46.0336
-112.1253,42.4261
-112.4144,43.0425
-112.9981,42.6681
-116.1047,44.8872
-113.5022,42.6769
-116.9558,46.7281
-115.3597,42.0264
-116.243,46.2325
-116.8353,48.3511
-114.155,43.0517
-111.6789,43.9517
-111.2792,43.4372
-115.4961,44.9628
-90.5653,41.0578
-90.9472,40.2333
-88.3092,41.7803
-91.1125,40.3444
-88.1805,38.0733
-87.9747,39.2975
-87.7853,42.14
-87.7775,41.7372
-88.7267,40.0083
-88.3117,38.6058
-88.9506,39.8289
-89.1931,37.9878
-88.4111,41.1072
-90.0033,38.8094
-88.4728,41.8742
-88.2861,42.0628
-90.2269,42.3161
-89.2611,40.7122
-88.4983,40.7511
-88.3264,38.3806
-88.4797,38.6781
-89.5742,42.1322
-89.6039,42.2972
-90.1544,41.8978
-90.3861,42.3994
-90.1486,41.4511
-88.7075,42.0742
-88.6308,42.4147
-89.3378,41.2542
-91.0094,41.4256
-88.9708,38.4933
-89.8997,41.2428
-90.2897,40.9025
-89.4153,41.0186
-89.8422,42.0919
-89.3386,40.1519
-89.1267,41.5294
-90.6381,40.9442
-88.4336,41.3708
-89.9842,42.0981
-89.2833,40.0075
-88.0775,42.2553
-88.9497,40.5492
-87.9567,40.11
-88.0817,38.7003
-89.3278,42.0056
-87.6803,41.4947
-88.1417,40.455
-87.7892,41.3339
-89.8344,40.0164
-88.1533,40.0064
-89.4519,41.3661
-89.9375,41.6753
-89.1022,39.1481
-89.1947,40.7983
-89.6414,41.7981
-88.085,41.6042
-88.9794,42.405
-88.4122,37.4747
-87.7175,41.0228
-89.9903,42.3997
-88.2911,39.7947
-88.2403,40.0839
-88.9317,37.9089
-88.5314,42.3628
-85.2961,41.3525
-84.93,40.6683
-86.5214,39.1742
-87.2736,38.0303
-87.04,39.3853
-85.0144,39.4239
-86.0514,39.88
-86.955,40.6653
-85.4214,38.7397
-86.1183,38.2181
-84.93,40.8483
-86.6983,38.4558
-86.9372,39.0314
-87.0917,38.87
-87.5731,37.965
-87.3906,39.2425
-85.1483,40.2539
-86.8872,40.9842
-86.5067,40.2986
-86.0411,39.4683
-85.1292,41.3414
-85.1197,41.3367
-85.8825,41.5575
-87.6403,39.1311
-85.7611,39.7858
-86.2808,39.7067
-86.1758,40.4583
-86.9028,40.2964
-86.2692,41.5269
-86.7297,41.6117
-86.3661,38.215
-86.3878,40.7478
-87.4178,41.2647
-85.3942,38.7369
-87.1875,39.8439
-86.453,39.4039
-85.6781,39.6483
-85.3497,40.1825
-87.3744,37.9325
-86.5033,41.7064
-85.3953,39.8942
-85.6997,41.3589
-86.7572,41.1733
-85.775,40.9936
-86.5519,38.8878
-87.5067,40.0739
-86.3358,41.3392
-84.9958,40.2553
-86.2097,41.0664
-85.7914,39.5283
-86.7944,38.5528
-86.2692,41.7203
-86.7706,39.2839
-86.2486,41.7006
-86.1086,40.2233
-87.993,37.7953
-87.4633,38.6786
-87.4878,38.7386
-85.8258,40.7917
-86.9294,41.4439
-85.9192,41.1719
-86.9919,40.475
-86.3542,39.9961
-86.5867,41.0267
-96.5514,42.8258
-93.7742,42.0208
-93.5656,41.9519
-91.3028,42.0772
-95.0042,41.4175
-92.44,41.7394
-92.6717,43.0603
-95.5378,42.7572
-95.0192,40.7244
-90.2639,41.7947
-92.0939,43.3894
-90.5803,41.6119
-95.3289,42.0364
-91.5639,40.6458
-90.7325,42.4086
-91.3339,40.6222
-94.4456,41.2942
-92.7489,41.72
-96.485,43.0031
-96.0581,42.2839
-95.5489,42.4897
-91.505,41.6092
-91.375,40.3967
-93.5347,43.4178
-96.1458,42.7817
-90.9222,41.8606
-95.7836,42.1619
-93.1953,43.1631
-91.0728,41.4075
-91.0464,41.4714
-93.0297,41.7117
-95.3844,41.3044
-92.9203,41.3761
-95.5667,40.8744
-95.2419,41.0036
-95.9753,42.8106
-96.1686,43.43
-96.3061,43.2044
-94.9761,42.4194
-95.6603,43.1792
-95.8533,43.1803
-95.3567,40.7719
-96.1525,43.0558
-96.3778,42.3964
-95.0653,42.8931
-95.1467,43.1653
-95.1394,43.4231
-91.8633,42.6333
-91.5331,42.6853
-92.2575,42.8125
-98.9503,38.39
-96.4892,38.8664
-97.04,37.0631
-99.7633,37.1942
-101.0422,39.7994
-96.9706,37.6983
-98.1767,39.2144
-96.3528,39.8861
-96.5353,37.6558
-99.6542,37.8261
-98.1125,39.4575
-96.4025,39.4989
-96.6631,39.6769
-94.8961,39.0636
-96.7117,39.8911
-97.8564,38.7711
-99.6383,37.5433
-96.8878,38.0781
-98.3036,39.8775
-96.3506,38.6453
-96.6625,37.315
-98.4305,39.5067
-96.4631,37.0347
-96.1753,37.0203
-97.7936,37.7206
-100.3456,37.8133
-101.0689,39.3925
-99.3289,37.2733
-94.8428,37.1767
-97.6697,39.5592
-97.6944,37.3569
-96.5483,38.3703
-98.8678,39.2425
-97.4583,39.805
-99.7319,39.6689
-96.8444,37.8183
-98.225,38.7297
-95.2458,37.5667
-96.2644,37.8253
-96.0781,37.6475
-96.3503,39.7756
-95.3519,37.4856
-100.8122,37.9931
-98.1611,38.5375
-94.8394,37.5081
-97.3883,38.2656
-95.9808,39.6539
-100.4622,39.1117
-98.8281,38.3614
-95.8839,38.1014
-99.3169,38.8669
-99.3358,38.8586
-100.6197,38.6003
-99.8278,39.3619
-97.2025,38.3569
-101.34,37.1639
-95.4456,37.8117
-97.9125,38.09
-98.0297,37.9311
-95.7003,37.2364
-95.4242,37.9233
-98.3483,39.6611
-98.1556,39.6731
-101.7506,37.5669
-100.2986,38.0586
-97.9597,38.6078
-98.125,37.6453
-99.0969,38.1922
-95.2514,38.9583
-98.5583,39.8083
-95.8511,38.4161
-95.3919,39.0464
-98.13,39.0294
-97.6083,38.5867
-99.5772,39.6658
-96.0814,37.3833
-96.14,38.1358
-96.5814,39.1972
-96.6364,39.8383
-96.2367,39.0542
-97.6097,38.3772
-100.345,37.285
-97.4547,39.3506
-100.8397,39.2767
-97.7047,39.1247
-100.4389,37.5922
-95.1742,37.9131
-95.4508,37.1872
-97.3553,38.0231
-100.2417,39.8133
-100.9447,39.1131
-100.8739,38.7853
-99.5506,37.8244
-95.8031,38.6361
-95.1039,37.175
-95.2808,38.6133
-97.1694,37.2736
-95.2881,37.3678
-97.3922,37.4347
-99.3106,39.7533
-94.7025,37.3903
-95.5661,38.645
-98.0278,37.7925
-100.2389,39.0667
-101.9511,37.2294
-96.6383,37.8236
-97.5928,38.8347
-97.7736,39.7989
-96.18,37.1322
-100.6872,39.6736
-98.7783,39.7772
-98.2078,38.2144
-98.925,37.2817
-98.3786,39.0297
-101.7417,37.9928
-96.5578,38.4331
-101.7731,38.4661
-99.0781,37.8236
-95.0881,39.8283
-101.2908,37.5983
-100.1686,38.6442
-95.4861,39.3033
-96.0086,37.9831
-101.5853,38.9111
-96.37,39.2142
-97.4194,37.2678
-96.7286,38.7975
-97.4431,37.6553
-98.3117,37.5047
-98.4889,38.9667
-97.9114,38.2936
-96.9408,37.2886
-96.7311,38.1114
-98.2825,37.4336
-83.7161,37.6336
-86.4275,36.9986
-86.2325,37.7928
-84.3031,38.3769
-84.8336,38.2197
-87.6456,37.7558
-85.0617,37.0056
-85.6444,38.115
-87.5239,37.3475
-86.1481,37.1317
-88.0658,37.3442
-86.0089,37.4336
-88.3083,36.6122
-86.2497,37.2814
-86.2258,36.7461
-82.9925,37.0875
-85.3714,38.0144
-88.7725,37.0683
-82.8047,37.1025
-92.1169,29.9689
-91.0478,30.4494
-93.0897,29.9747
-92.9433,32.3744
-92.0444,30.32
-91.1256,30.1981
-92.3478,30.2408
-91.0278,30.0719
-90.7011,29.4336
-90.9872,30.2508
-93.4019,29.8894
-93.3103,31.9272
-91.7108,29.9592
-92.6642,30.2003
-92.2825,29.9942
-93.8619,32.355
-90.7544,30.5197
-91.1672,30.3644
-89.9855,29.9486
-93.215,30.3392
-93.0856,31.8142
-90.4497,30.4603
-92.8181,29.7286
-93.14,32.3625
-91.3769,30.7775
-93.7803,32.3919
-93.8417,32.4514
-93.3447,30.2383
-92.1483,32.46
-93.6633,31.6597
-70.7942,44.6531
-69.8564,43.9317
-68.9892,44.395
-69.9056,45.0697
-69.812,45.6603
-67.8442,46.4283
-70.7467,44.07
-70.6389,43.2242
-69.1842,45.1872
-70.0964,43.9997
-68.4583,44.4933
-70.7731,43.1022
-70.4728,45.2103
-70.1564,44.6894
-68.6119,47.2386
-69.7889,44.2203
-69.5456,44.9467
-70.3164,44.3744
-69.8653,45.4586
-70.675,43.6475
-70.2461,45.6261
-70.4697,43.3606
-68.5083,45.3753
-70.1594,44.4717
-69.8889,44.7975
-68.6747,45.6403
-69.7186,45.5853
-69.5375,44.0436
-70.0003,44.6353
-70.3614,44.0069
-70.6422,44.9675
-70.6722,44.9892
-67.1206,45.0853
-67.7214,45.4353
-70.2561,44.2822
-67.9397,47.1664
-69.1467,44.1922
-70.4664,43.8567
-76.9314,39.0303
-77.6978,39.6403
-78.7561,39.6419
-77.2319,39.2647
-78.9361,39.6597
-76.7258,38.4928
-76.8028,39.7194
-79.4003,39.4131
-76.9947,38.7956
-76.1908,38.7153
-76.3381,38.9719
-72.5375,42.3861
-71.9158,42.6178
-71.1136,42.2122
-70.9572,41.9539
-71.0081,42.0475
-71.9075,42.1164
-70.4717,41.7144
-70.5181,41.3853
-71.8017,42.6167
-71.2381,42.0786
-72.5975,42.5719
-71.0425,42.7467
-70.9125,42.2269
-71.0186,42.5933
-71.5119,42.1633
-70.9153,42.8319
-71.1667,41.9928
-71.125,42.5239
-70.9175,41.785
-72.0722,42.0583
-72.5528,42.4447
-71.1394,41.9561
-71.2461,42.1608
-72.9211,42.3869
-83.6933,42.2417
-83.6639,42.2981
-86.4267,42.1244
-86.1311,44.5317
-87.7503,46.8325
-84.9139,45.1672
-85.2672,45.3172
-86.9242,46.3414
-84.4725,45.6528
-84.9925,41.9622
-86.1319,41.9856
-85.6131,42.9378
-85.1478,45.1864
-83.5036,44.2839
-84.6531,42.5175
-83.3625,42.4669
-83.7694,43.0378
-86.5486,45.8983
-84.7114,45.0333
-84.7189,44.9072
-83.7022,44.5358
-84.6997,44.6547
-85.2422,43.2025
-82.6428,43.8322
-83.2808,44.6819
-84.6411,41.9353
-88.0842,45.7858
-88.4317,47.0083
-85.0486,44.5897
-84.8361,45.9903
-83.28,41.9497
-85.6472,45.1322
-85.6753,44.8831
-84.2233,45.4108
-84.9511,45.3614
-83.2556,42.6389
-82.4194,42.975
-84.4089,46.4867
-88.6275,46.0556
-85.2239,46.6014
-85.6386,41.93
-85.9572,44.2294
-84.2011,44.2542
-83.4717,42.6981
-83.1628,42.2086
-96.5161,47.2992
-93.3019,43.6064
-92.0397,44.0633
-94.1664,43.8836
-93.2928,45.2533
-95.6167,45.3167
-94.0947,43.6236
-91.8625,47.2472
-94.3417,44.7336
-92.5336,46.3003
-91.5028,43.6308
-95.3386,45.9653
-94.6147,47.3847
-93.5644,44.8497
-94.2781,45.0419
-96.045,44.9317
-95.8375,46.8372
-92.2703,44.0969
-92.5303,47.4581
-93.2661,44.3092
-95.4392,45.6583
-90.3283,47.7517
-89.6908,47.9711
-93.4975,47.2436
-92.0122,43.5458
-91.31,43.8658
-95.1519,43.7022
-95.9494,43.9983
-95.3153,44.2394
-94.8892,45.9647
-91.7614,43.5244
-96.1661,45.0022
-95.7903,44.4717
-93.3147,45.8775
-95.8744,45.59
-93.3792,45.01
-92.7636,48.0508
-96.4292,45.3092
-93.2317,44.0975
-92.0747,43.6725
-95.0167,47.8761
-92.61,44.6103
-92.4728,43.9336
-94.6122,43.9903
-93.7572,45.5458
-94.7744,43.6303
-92.1944,44.2811
-93.18,44.9903
-93.5264,44.0708
-93.7367,43.7467
-96.5042,45.8081
-94.1661,43.7639
-95.5803,43.645
-88.4883,34.0117
-90.1153,34.7803
-89.1597,34.8492
-88.9186,31.2353
-88.1994,34.4772
-89.6714,33.9803
-89.9019,34.1606
-88.7019,34.4886
-88.9867,33.8847
-88.7883,30.4106
-89.8297,34.9536
-88.7658,34.265
-88.7239,34.1647
-88.6708,31.6772
-94.4855,36.645
-92.8519,36.875
-93.5756,37.0539
-93.3914,37.6164
-93.8694,36.6875
-93.5358,39.775
-93.2556,38.4844
-92.3206,38.9425
-90.3981,38.2325
-94.4978,40.4639
-93.7275,37.2531
-92.6233,38.2042
-94.2842,37.5983
-92.6939,37.685
-91.8833,37.5544
-93.1497,39.8569
-93.9492,37.3908
-92.9828,37.3233
-92.1822,40.4575
-92.4369,39.4194
-93.9625,36.8617
-94.3739,37.8394
-92.7558,39.0172
-93.1075,36.6744
-94.2647,38.81
-91.7761,37.9567
-91.3753,38.4508
-91.5361,37.6339
-94.6211,36.8369
-91.8875,39.9703
-92.8397,38.4325
-94.0536,36.5753
-90.975,38.5417
-93.5297,39.2103
-92.2317,37.8131
-90.6828,38.6989
-93.5317,38.5331
-91.3844,36.9789
-114.4781,47.0036
-112.0856,45.0961
-104.3856,45.6947
-109.9511,45.8325
-108.5697,45.7503
-106.2328,45.8161
-105.2992,48.5156
-108.9092,45.3261
-105.4072,45.4442
-107.3114,47.4647
-106.9597,45.5397
-104.3092,46.7444
-112.1922,47.8206
-105.5956,47.4122
-106.6164,47.0564
-109.2675,45.6444
-111.9503,48.1736
-114.1339,48.1881
-104.5478,45.8864
-112.4342,46.5631
-111.7122,45.3394
-109.5069,45.4531
-108.3725,46.8217
-106.6756,46.2722
-109.8014,48.4983
-110.6611,47.8303
-106.4117,48.0119
-109.4953,46.0397
-112.7547,47.6011
-106.6256,48.2064
-107.2619,47.7089
-104.7175,47.1058
-113.0042,44.9656
-111.385,47.4614
-107.6092,45.7317
-109.9478,46.5786
-110.4561,48.7261
-104.4558,48.4189
-104.8967,46.9192
-108.2453,45.9228
-109.0106,45.4733
-114.2636,48.3042
-104.1583,45.8728
-111.8125,44.5994
-113.7125,47.4083
-105.1522,47.2253
-110.5589,45.4956
-110.5025,47.9364
-104.7353,46.1422
-110.1147,45.6628
-110.05,46.1047
-104.9622,46.7614
-108.9664,45.7847
-105.7517,45.1758
-107.8225,47.0219
-109.7311,45.2436
-111.6336,45.4875
-106.3153,48.6956
-108.5361,45.4339
-109.2536,45.9717
-109.2572,45.1769
-109.1883,45.3572
-108.7403,46.3253
-109.2561,46.2986
-109.3442,46.5333
-108.7283,47.5775
-105.9136,45.3242
-104.1853,46.0558
-104.1567,46.9878
-108.3164,47.0831
-108.5244,47.9186
-96.5103,40.4519
-99.8556,42.5522
-98.0083,41.6853
-99.9044,41.6108
-99.1272,41.4267
-101.6917,41.5697
-95.7469,40.3706
-96.75,40.2994
-99.8278,40.1306
-98.0739,41.4636
-101.5436,40.0644
-102.0711,41.0653
-97.6436,42.5939
-98.5047,40.3058
-97.7492,40.8836
-99.675,41.4083
-103.8769,41.0103
-98.8511,42.9131
-100.075,41.2522
-100.1433,40.2847
-103.0533,42.8083
-97.9372,40.5033
-98.0536,40.5208
-97.3278,41.4639
-96.8719,40.6092
-97.4969,42.7364
-97.1328,41.2492
-99.7836,40.2764
-98.0747,41.9872
-102.3172,42.0628
-96.7244,42.2797
-98.8239,41.8036
-100.0536,40.6864
-97.1669,40.0739
-98.945,40.0953
-96.4669,41.43
-97.2208,40.6558
-97.5964,40.5314
-97.7644,41.4514
-102.203,42.8967
-100.1514,40.9394
-98.5331,41.5461
-97.4703,41.0311
-96.1922,41.1586
-98.5539,42.9436
-98.3836,40.6472
-97.5903,40.175
-103.0733,42.3208
-97.4978,40.01
-99.0133,40.7258
-101.6706,41.2097
-102.6222,41.4983
-102.6586,41.2664
-96.4789,41.9378
-100.61,40.2289
-99.3886,40.9283
-101.0458,42.0422
-95.8867,40.6986
-98.0275,42.1303
-99.3333,42.6008
-96.4422,41.5669
-97.4855,42.0289
-97.9667,42.0644
-101.7206,41.1275
-98.9269,41.6028
-99.6522,40.3283
-101.1047,40.3503
-96.0492,41.1519
-97.5206,42.1958
-97.7872,41.0756
-98.9214,41.0319
-98.5197,40.0978
-98.4608,41.2078
-95.7883,40.0225
-103.6397,41.8644
-97.7331,40.3619
-95.7064,40.2039
-103.0214,41.2294
-100.5986,41.4581
-100.3856,40.5322
-97.3094,41.1042
-96.1892,40.6661
-96.0847,40.2381
-96.1939,40.3544
-97.3464,40.8972
-96.3672,41.3197
-96.8636,42.2619
-96.7775,41.2211
-96.7142,41.845
-100.1047,40.1119
-97.5997,40.9153
-116.475,40.5903
-116.5875,39.9003
-114.4069,37.8044
-119.0147,41.8678
-115.7425,40.8603
-115.9622,39.5169
-117.923,38.8694
-119.3578,40.6517
-114.2206,39.0056
-115.2236,37.5581
-118.1631,40.6564
-115.6581,40.4447
-114.6147,40.0633
-119.0644,39.4689
-115.1847,36.0469
-118.7192,41.5167
-115.0167,38.8678
-117.72,41.9953
-114.7733,39.4136
-119.7758,38.9547
-115.3297,39.3583
-115.645,36.26
-117.8389,41.5683
-114.4581,36.5508
-116.0564,36.2614
-116.1189,40.4369
-114.9911,39.2764
-118.3047,40.4661
-114.9217,35.4661
-119.3511,38.8822
-117.1739,38.7839
-115.745,40.6764
-119.5986,39.9508
-117.2355,38.0694
-119.1189,39.0747
-115.8008,41.6358
-117.7514,40.9386
-71.1856,44.4536
-71.6261,42.8267
-71.0839,43.0303
-71.2906,45.09
-71.1947,44.3933
-71.4147,42.7831
-72.0053,42.8089
-71.5008,44.4169
-71.4644,43.5492
-71.5767,44.4958
-71.4733,43.6931
-71.4803,42.7347
-72.1811,43.3772
-71.1297,44.0561
-70.8228,42.9589
-71.5858,44.6819
-71.2525,44.2581
-71.7364,43.3544
-71.2664,43.8644
-71.2019,42.9108
-71.3336,44.5067
-74.9361,38.9533
-74.8294,39.3831
-74.1519,40.7481
-74.5036,39.3378
-74.4225,40.4728
-74.8175,40.0136
-104.2497,36.3028
-106.6939,35.0217
-106.0567,36.0908
-105.2853,36.395
-108.53,31.3347
-104.3836,32.7547
-107.6211,34.075
-106.8908,33.8044
-104.3828,32.5158
-107.3078,32.8964
-103.2161,34.5989
-106.3322,35.6414
-105.0569,35.1842
-107,36.9358
-107.1842,33.1461
-108.703,35.5283
-106.4744,36.3336
-106.2144,35.2656
-103.6192,36.5939
-107.5656,32.9203
-104.7378,32.8094
-106.5439,35.3886
-106.6872,35.7783
-104.3753,36.9825
-106.3214,35.8644
-106.7611,34.7675
-103.9439,35.8022
-106.3103,34.6242
-105.0608,36.1839
-103.7408,36.2994
-105.4739,34.6153
-106.7108,35.1392
-105.14,33.3503
-103.3519,34.1742
-104.4325,36.9194
-106.6194,35.2836
