"V1","V2"
-103.7049,38.6779
-103.5848,39.3255
-107.8749,37.2736
-107.8253,37.5978
-107.5979,37.3244
-104.963,40.5872
-105.1289,40.5538
-105.0833,40.7385
-105.0858,40.5759
-105.1317,40.5857
-105.1151,40.5998
-105.1175,40.5999
-105.1086,40.557
-105.0634,40.6068
-105.0944,40.5468
-105.1187,40.5407
-105.1329,40.5968
-105.1587,40.3926
-104.9708,40.3748
-105.0923,40.4326
-105.0539,40.3922
-105.0567,40.4955
-105.5217,40.3464
-105.07,40.569
-105.103,40.4424
-105.068,40.7228
-105.1608,40.2843
-105.1424,40.614
-105.0664,40.551
-108.9319,39.263
-108.5092,39.088
-103.5465,40.293
-103.6273,40.2565
-107.8574,38.4729
-107.8911,38.4709
-107.8225,38.4633
-102.6284,40.6455
-105.4895,38.9446
-105.6236,38.7487
-104.6333,38.2643
-104.6225,38.2253
-106.355,37.6812
-106.8085,40.4754
-105.689,37.9802
-106.3409,37.7922
-106.0412,39.52
-105.2311,38.8071
-104.6799,40.4505
-104.8781,40.8877
-104.6681,40.4932
-104.96,40.12
-104.4735,40.3868
-104.9743,40.1213
-102.3241,39.8438
-102.1418,40.3454
-102.4833,39.6142
-102.2507,39.9774
-73.4591,41.1486
-73.3904,41.4406
-73.4483,41.1303
-72.7401,41.7302
-72.8222,41.608
-73.0274,41.2242
-71.8391,41.8381
-71.8467,41.7318
-75.7861,39.6249
-75.6488,39.7256
-75.5985,38.6189
-75.6168,38.6408
-75.2048,38.7445
-82.3988,29.6802
-82.4222,29.5093
-82.0979,29.943
-80.642,27.9512
-80.2066,26.1182
-82.671,30.0812
-81.9275,29.8172
-81.9788,29.7981
-81.7304,30.2765
-81.8226,30.3044
-81.6204,30.5042
-87.2547,30.5685
-87.1715,30.4664
-84.4671,30.5823
-82.2261,27.9125
-82.5493,28.0823
-82.4895,27.8859
-82.4005,27.7057
-82.4155,28.0126
-82.341,27.8047
-81.2461,27.405
-81.4748,26.7639
-80.4742,27.7634
-83.8973,30.2925
-83.8016,30.5577
-81.824,28.565
-81.535,28.799
-81.9116,28.92
-82.7226,29.5031
-80.4395,25.665
-80.1769,25.882
-81.5063,24.6594
-82.2998,29.4571
-81.9759,29.0609
-81.9043,29.4898
-86.6475,30.4109
-80.145,26.518
-80.1721,26.607
-81.7902,27.9855
-81.946,27.957
-82.0423,28.065
-82.6325,27.7255
-82.6967,27.8019
-82.4223,28.1714
-81.6264,29.6962
-82.4885,27.261
-82.021,28.9363
-81.0472,29.265
-83.1998,32.9972
-81.3002,31.9455
-84.4896,34.1851
-85.2008,34.5394
-83.3448,33.9055
-85.1203,33.5551
-81.1601,32.0288
-84.6607,33.4273
-84.8338,33.384
-84.9654,31.731
-84.1352,31.618
-81.3921,32.2704
-84.4764,34.9166
-84.2185,34.8344
-84.5722,33.7014
-84.4236,33.3269
-83.0081,34.4041
-83.5492,32.8766
-81.3606,31.5723
-83.9416,32.9143
-83.3823,33.8701
-83.2418,33.8601
-83.3032,32.6016
-83.8965,30.8176
-84.8698,32.9735
-93.9496,41.0483
-93.9805,41.0413
-90.2751,41.8001
-94.965,41.4943
-94.3093,41.7991
-93.6995,41.5981
-93.7462,41.6061
-95.848,41.2116
-93.6174,42.0448
-93.6511,42.1079
-90.5858,41.5264
-90.4492,41.5401
-90.5871,41.6447
-94.9102,40.8006
-94.1504,42.5193
-94.1879,42.6426
-116.2653,43.6695
-116.2465,43.6684
-116.2045,43.6323
-116.1337,43.5484
-111.884,43.6176
-111.5923,42.659
-114.2639,44.3615
-116.594,43.6453
-116.126,45.922
-115.805,47.2497
-88.7424,42.4
-89.5047,41.3235
-88.0527,41.9953
-88.0178,42.1139
-87.7928,41.8659
-87.6697,42.0043
-87.802,41.8531
-89.0462,39.4736
-88.1282,40.0945
-87.6655,39.1103
-88.0674,41.7814
-88.2376,41.7304
-87.9296,41.8929
-87.9746,41.7431
-88.0154,41.8033
-88.0863,41.8798
-88.6908,39.1284
-88.2981,41.3414
-88.2543,41.4518
-91.1467,40.5938
-87.8462,40.8784
-88.2991,41.6293
-88.3144,41.8482
-88.3366,42.0404
-90.2935,40.9136
-89.6228,41.8328
-87.959,42.188
-87.9674,42.3778
-87.814,42.1984
-88.8415,41.3728
-89.0959,41.3401
-88.6299,40.8655
-90.7452,40.4624
-88.2444,42.2122
-88.6196,40.4712
-88.9676,40.3135
-88.9319,40.501
-89.8842,38.7111
-90.2458,39.5866
-89.8053,39.4469
-89.7281,39.0664
-89.6672,40.7683
-88.5584,40.189
-90.4856,41.4975
-89.9711,38.5096
-90.0805,38.5524
-90.066,38.5735
-89.9685,38.6049
-88.7973,39.2827
-89.4706,40.5974
-89.4123,40.7157
-87.6656,40.2647
-89.904,41.816
-87.5657,41.4468
-87.7891,41.3336
-88.1937,41.5819
-87.9193,41.5193
-89.0957,37.8325
-89.0747,42.2767
-89.0359,42.2778
-85.1242,41.2144
-85.736,38.3098
-86.4867,40.3503
-87.1446,39.1763
-86.9611,38.2929
-87.19,38.6754
-85.7008,41.5209
-85.9933,41.5655
-85.8834,41.5578
-85.8287,41.5586
-85.8951,38.3432
-86.0128,39.9886
-85.9,39.937
-86.117,38.3182
-86.4079,39.7013
-86.3939,39.7849
-85.3244,39.8206
-85.425,39.9179
-85.4727,38.696
-86.1749,39.5682
-87.1586,40.9085
-87.1997,41.1149
-87.0802,40.8626
-85.7006,41.3587
-87.3899,41.4089
-86.6907,41.6114
-86.5871,39.3508
-86.3568,41.3297
-86.0561,40.8755
-86.7185,38.6607
-85.4156,41.3416
-86.7782,39.1858
-85.2361,39.1692
-86.2152,41.6209
-86.4082,41.4869
-86.8665,40.3798
-87.2758,38.0805
-87.2739,38.0649
-85.1607,40.7301
-85.4694,41.0931
-94.8177,37.9215
-96.9723,37.6782
-96.8601,37.8039
-99.998,37.385
-99.6717,37.111
-99.7505,37.0597
-97.7116,39.4379
-100.6672,39.9632
-99.0608,38.9002
-99.2627,38.7543
-98.1662,38.699
-98.446,38.6734
-100.0536,37.7773
-100.0121,37.7858
-99.9246,37.6163
-100.6651,39.0345
-100.3652,39.0703
-100.269,37.708
-101.9092,37.7966
-97.9872,39.9421
-101.1249,37.9885
-99.2925,37.6073
-100.3456,37.2869
-95.7181,37.2334
-97.0632,38.4354
-97.7787,38.3299
-100.2294,38.5716
-100.0664,38.6956
-98.9769,39.2786
-95.8872,38.5791
-95.5095,38.6819
-98.2025,38.321
-96.7383,39.2725
-97.7399,37.7636
-98.2864,37.9798
-97.9402,37.8538
-98.1545,37.8186
-97.8883,38.8565
-97.4797,37.6916
-97.4786,37.7248
-97.4893,37.6903
-97.4558,37.7176
-97.3761,37.7953
-97.25,37.5901
-97.4777,37.691
-101.8979,39.3797
-98.7849,39.7818
-101.028,39.4003
-99.7997,38.8258
-96.2893,39.1074
-86.0349,36.7207
-86.2514,36.7734
-84.9965,37.5245
-84.9183,37.3053
-87.1323,37.6884
-85.5174,37.7327
-85.4027,38.7241
-87.184,36.6534
-86.4796,36.9189
-93.8055,32.3755
-93.885,32.6217
-91.7097,31.8719
-92.0039,32.5448
-89.9313,30.3282
-89.7735,30.2805
-90.3623,30.4302
-91.3641,30.8928
-70.5504,41.5531
-69.9752,41.8278
-70.052,41.7465
-73.2738,42.4788
-71.1365,41.812
-71.022,41.5346
-71.0426,42.7471
-70.9797,42.6397
-71.0861,42.7945
-72.6973,42.5088
-71.482,42.4675
-71.2153,42.1974
-71.5339,42.179
-78.8498,39.5768
-76.395,39.4489
-76.8299,39.4707
-76.7217,39.3711
-77.3806,39.3286
-79.3722,39.4041
-76.5447,39.7025
-76.7843,39.2021
-76.8605,39.2361
-77.0574,39.1023
-77.041,39.0714
-77.2437,39.2493
-77.2258,39.2385
-77.0289,38.7264
-76.3651,38.1208
-75.3921,38.167
-68.4577,44.4937
-69.7089,43.8881
-69.4195,44.8718
-70.0279,44.9235
-68.848,44.6937
-66.9857,44.9104
-86.3423,41.8183
-86.3005,41.8371
-84.4031,42.77
-84.4746,43.4069
-84.7531,42.0453
-85.1738,42.9576
-84.6673,43.4743
-85.5263,42.9492
-82.7357,42.677
-85.2806,43.5627
-84.2383,44.6414
-86.0678,42.823
-82.4643,42.9962
-83.8553,42.3045
-83.3021,42.342
-92.9257,45.7169
-93.6864,44.8567
-92.7214,44.0504
-92.2907,44.456
-92.9792,44.3425
-95.0057,45.1994
-94.3772,45.9689
-92.4375,44.0397
-93.4847,44.52
-92.4691,46.8457
-92.3414,38.9713
-92.3018,38.9265
-92.3381,38.9539
-92.4507,38.9761
-94.0507,38.2129
-93.9382,36.5665
-93.94,36.75
-93.8363,36.6144
-92.1014,38.6784
-94.561,39.2498
-94.4804,39.7918
-91.528,37.5774
-92.5786,40.1746
-89.9744,37.3057
-92.3443,38.9669
-92.5711,37.9559
-94.3569,38.6545
-93.7986,37.6984
-92.6907,38.9341
-91.5535,37.6605
-92.6891,39.1148
-91.9825,38.2428
-92.2358,38.1564
-92.844,38.4311
-94.879,40.324
-91.1884,39.3326
-91.4046,39.5727
-92.1694,40.4594
-94.4078,40.4907
-93.331,37.1499
-93.4576,40.0668
-91.8807,36.7582
-93.5343,38.4818
-93.9869,38.6234
-92.6298,37.6458
-92.4138,39.7895
-91.4613,39.0922
-93.4062,37.7405
-93.5913,37.7409
-93.2564,37.7085
-93.4111,38.6247
-89.5166,37.2235
-93.5713,36.5686
-90.2521,37.8888
-93.468,39.1462
-93.2647,36.577
-92.8988,37.2881
-90.618,34.176
-89.7989,33.7432
-88.8206,32.5498
-88.7448,32.3491
-89.9269,34.2889
-90.0688,32.3518
-89.9709,34.5959
-89.117,32.9751
-90.8824,32.3061
-113.0853,46.1661
-105.0248,46.9926
-111.0272,45.6578
-112.3314,48.6388
-109.2471,46.299
-114.2078,47.9026
-108.4165,46.4779
-110.4331,45.6357
-105.6236,45.6693
-105.15,48.4037
-81.4889,36.265
-82.343,35.546
-82.5602,35.6025
-82.6763,35.6263
-82.4924,35.4791
-82.5618,35.7579
-82.5428,35.589
-81.7902,35.7266
-79.3361,35.6486
-83.728,35.054
-78.931,35.9914
-78.9806,36.0347
-78.1018,35.1763
-80.2988,35.96
-80.4134,35.9414
-78.1968,35.9705
-80.0835,36.1033
-79.7968,36.1515
-79.7543,36.2455
-81.0335,35.249
-82.4596,35.4412
-83.0467,35.5389
-83.0127,35.4932
-78.4702,35.6317
-78.3482,35.6892
-77.6762,35.3007
-77.6665,35.289
-82.0742,35.6891
-82.175,36.092
-78.0109,35.9709
-79.1806,36.1383
-79.1908,36.1515
-76.4339,36.1158
-77.4605,35.5258
-79.8016,35.7035
-80.6582,35.5634
-80.6927,36.3669
-80.5343,35.0207
-80.5147,35.1187
-78.5665,35.8624
-78.5597,35.8381
-78.6812,35.9425
-78.6387,35.8713
-100.793,46.8115
-104.005,46.9095
-98.427,40.5949
-96.4921,41.4314
-96.5454,40.5544
-100.7747,41.6414
-96.6167,41.1912
-71.5069,43.4356
-71.5267,43.6758
-71.952,42.731
-71.1266,43.8793
-71.2695,44.3882
-71.7414,43.5949
-71.7799,42.7767
-71.819,43.52
-71.6043,43.2862
-72.0606,43.3367
-75.2383,39.4755
-74.2356,40.8557
-75.0692,39.5936
-74.8827,40.6418
-74.7866,40.26
-74.274,40.5554
-74.2413,40.4562
-74.0015,40.297
-74.2145,40.1302
-74.5944,40.8821
-74.052,40.0878
-74.1741,39.8847
-74.1573,40.9517
-74.227,40.8796
-74.1523,40.9436
-74.6535,40.6262
-74.5174,40.5123
-74.6006,40.5426
-74.5399,41.089
-75.1167,40.6554
-106.5437,35.1278
-106.5815,35.1202
-106.3846,35.0761
-106.6123,35.0944
-106.5355,35.1224
-106.3418,34.9871
-104.5022,33.6215
-103.1819,34.4386
-107.0418,32.6242
-106.7668,32.2718
-106.727,32.2786
-106.7637,32.3305
-106.7643,32.2582
-106.6487,31.8688
-106.784,32.3416
-106.658,31.8428
-106.7064,32.4166
-106.6351,31.85
-106.6896,32.3976
-106.7312,32.3545
-104.2378,32.4539
-104.254,32.4309
-108.2996,32.7422
-108.5441,33.023
-107.6479,32.169
-107.9976,32.1811
-107.9828,31.8401
-107.6939,32.2297
-108.1599,31.8613
-107.7689,32.0945
-106.0017,33.0767
-105.747,32.9204
-105.9511,32.9335
-103.5607,35.1366
-103.4708,35.3621
-106.8812,34.0551
-106.0718,35.7368
-105.9739,35.669
-105.9345,35.6833
-105.8644,35.5461
-106.0437,35.6248
-105.9912,35.8943
-106.212,35.0902
-108.2445,36.7408
-106.4014,35.3344
-106.9657,33.1659
-107.5657,32.9203
-107.7087,32.9163
-106.2023,34.9855
-106.7015,34.8695
-118.7915,39.4712
-114.1048,36.7808
-114.9397,36.0802
-119.7213,39.0386
-119.8144,39.5573
-119.8442,39.5084
-119.9935,39.5184
-119.7052,39.548
-119.8947,39.7903
-119.7313,39.4069
-119.8828,39.5224
-119.9393,39.2427
-115.0619,38.9169
-76.7881,42.0839
-75.6306,42.5336
-75.8725,42.4739
-76.0437,42.4516
-73.7205,41.6846
-78.8817,42.9735
-78.8669,42.9632
-78.7193,42.9412
-78.0483,42.9989
-74.6264,42.93
-77.9525,43.2161
-78.8617,43.0573
-74.416,41.2684
-76.4052,43.4437
-76.4185,43.3165
-73.7801,43.0603
-77.0485,42.0567
-76.9425,42.4177
-76.372,42.5913
-77.0766,42.7326
-84.08,40.7739
-80.8457,40.9154
-81.9365,40.2201
-83.8361,39.4745
-83.8728,39.5461
-83.8223,39.4216
-81.7018,41.3677
-81.7448,41.4088
-82.7732,40.2001
-84.4613,40.1526
-83.0742,40.1299
-83.0401,39.981
-82.798,40.0403
-81.048,41.5903
-83.7383,40.8131
-84.6074,39.2
-83.9088,41.3282
-84.1496,41.457
-82.5742,38.8881
-81.4459,41.6151
-83.8354,41.671
-84.5214,40.3699
-81.8133,41.2498
-84.1495,39.5854
-81.3548,41.2098
-81.1434,41.316
-81.329,41.0085
-83.0754,41.3658
-81.5037,41.1623
-81.6252,41.1229
-83.1127,41.0589
-80.9721,41.1977
-83.6497,41.5411
-84.4244,41.6654
-84.1493,39.4202
-94.5716,35.9902
-100.6932,36.991
-97.4904,35.2392
-97.4182,35.1979
-97.3886,35.2146
-97.0613,36.882
-97.4424,35.893
-97.4652,35.7516
-96.8604,35.7728
-97.4898,35.0131
-97.5229,35.1716
-94.7901,33.879
-97.4219,36.4753
-96.0975,36.335
-96.981,36.2207
-96.6936,36.1143
-95.8108,36.2633
-94.8848,35.529
-95.8107,36.0256
-95.8024,36.0797
-96.0231,36.0967
-95.9311,36.0924
-95.9143,36.1074
-99.0424,34.3052
-95.9891,36.6817
-123.2617,44.5326
-123.3756,44.5478
-123.0607,46.1139
-122.5036,45.434
-122.6491,45.3749
-119.848,44.1214
-124.1933,43.3647
-124.3711,43.2142
-124.2102,42.0707
-123.0787,43.2957
-123.2942,43.4248
-121.5825,44.3061
-121.3508,44.0878
-121.5541,45.5704
-122.7004,42.1975
-121.1736,44.7203
-123.7136,42.0525
-123.29,42.3573
-121.7069,42.2097
-123.0936,44.0975
-122.8244,43.9172
-122.8852,43.9499
-123.1403,44.0231
-122.9808,43.7088
-123.0032,43.8031
-122.6245,44.7571
-122.6061,44.7483
-122.8085,44.4815
-122.7747,44.6153
-122.6836,44.8353
-122.6201,45.5116
-122.3133,45.5109
-118.8079,45.6745
-122.7692,45.4788
-123.1913,45.2123
-76.9894,39.9192
-77.3606,39.8011
-77.2028,39.7305
-77.2122,39.998
-77.3764,39.8134
-77.4031,39.9209
-80.1229,40.3417
-75.9887,40.3162
-75.9432,40.3277
-75.9862,40.5665
-76.0098,40.3112
-79.9385,40.7707
-75.5185,40.839
-77.8954,40.8162
-78.0118,40.7912
-80.2409,41.7135
-78.5348,41.4107
-76,41.0167
-75.0748,40.0677
-75.4358,41.3528
-75.2994,41.6384
-75.359,41.5902
-76.6948,40.0488
-71.4159,41.6625
-71.5603,41.8889
-82.6846,34.5621
-80.883,32.1007
-81.1805,33.3392
-82.4093,35.0938
-82.4855,34.8734
-82.1672,34.2387
-80.7939,34.7497
-81.0494,34.8964
-81.192,34.0151
-81.3813,33.915
-82.8695,34.7258
-80.9662,33.4277
-82.5678,34.8128
-80.8578,33.9574
-82.2056,34.9891
-81.939,35.1682
-81.0775,35.0842
-98.174,44.4567
-96.7878,44.3039
-99.2549,43.9048
-103.1854,43.841
-103.543,43.4938
-98.1888,43.4975
-99.4964,43.1132
-99.3541,43.1411
-99.2259,43.0387
-100.3237,44.3546
-99.6634,44.5122
-99.6047,44.6494
-101.5078,43.8367
-96.6658,43.5267
-97.7907,43.8624
-97.6294,44.005
-99.6216,45.7652
-103.2997,44.0886
-97.1237,45.6587
-96.8348,45.6948
-99.7326,44.5981
-84.2234,36.0212
-86.4003,35.4663
-86.5797,35.4193
-84.8204,35.1579
-83.8724,35.7301
-86.1012,35.4985
-85.5004,36.5524
-85.9025,35.9302
-86.5738,36.1502
-85.6133,35.373
-83.143,36.2677
-85.0905,35.0337
-85.0904,35.0381
-87.7842,36.3087
-89.2423,35.5841
-83.2694,36.1192
-86.554,35.026
-87.3786,35.1392
-87.5536,35.5509
-84.5473,35.991
-86.7936,35.3231
-87.418,36.573
-87.3793,36.6027
-87.0592,35.6072
-86.4367,35.9247
-89.8383,35.001
-85.9076,36.1884
-87.7994,36.5892
-83.7957,36.2467
-86.7904,35.9893
-86.5716,36.2387
-86.547,36.276
-86.306,36.1498
-85.6441,35.6273
-94.7627,31.3034
-96.1581,29.7757
-96.1211,29.8029
-97.2493,31.0229
-97.4733,31.1239
-97.4605,30.9759
-97.5319,31.0947
-98.3927,30.0921
-98.9123,29.711
-98.2058,27.1059
-103.4814,29.4307
-98.2409,30.5505
-94.6173,33.5058
-98.678,29.572
-98.4169,29.6201
-98.6561,29.4854
-100.2725,31.9548
-99.1161,32.4836
-96.477,29.7891
-98.1655,29.721
-98.1009,29.7427
-98.3856,29.7569
-98.2832,29.6977
-98.1278,29.7236
-98.4926,31.9345
-97.4759,26.0771
-97.7806,26.1635
-97.6306,26.1244
-97.89,31.0916
-96.845,32.863
-96.9216,32.6698
-96.8035,32.8152
-96.8279,32.613
-100.8508,33.5989
-100.8612,33.6194
-97.2522,33.407
-96.855,33.2955
-96.8962,33.1872
-96.8983,32.5019
-97.013,32.4046
-106.4222,31.8959
-106.3445,31.773
-106.2954,31.7744
-106.5503,31.877
-98.9866,32.4438
-99.5408,33.9848
-96.0978,33.6142
-95.8063,31.6334
-96.9324,29.8635
-97.0277,29.9533
-97.4077,28.8349
-94.7274,32.5578
-101.1629,33.0499
-99.0766,30.2617
-95.0898,29.511
-105.0696,31.0556
-95.8116,33.0553
-95.2197,29.6849
-95.3741,29.7973
-98.0165,30.1974
-98.2263,30.1666
-97.8682,30.1368
-98.1813,30.0215
-103.8842,30.5652
-96.5367,29.0432
-97.3458,32.541
-100.1421,32.8855
-97.9735,27.9927
-97.8516,27.5078
-98.5854,29.8737
-98.6465,29.7667
-98.5228,29.8888
-98.8009,29.8278
-99.141,30.0261
-99.3747,30.1661
-99.2011,29.9706
-97.8103,29.1364
-97.0256,30.384
-101.9672,33.5171
-101.8752,33.7667
-98.0926,28.1677
-95.082,30.2928
-98.9,28.5667
-99.2184,28.4534
-96.76,29.255
-97.0942,29.3695
-102.1463,32.0063
-102.0761,31.8521
-102.2731,31.9022
-99.0117,29.353
-99.3378,29.3261
-98.8175,29.1191
-97.2138,30.7409
-96.7485,30.8182
-98.7243,31.528
-95.6954,30.3976
-99.238,30.7496
-94.5236,31.6985
-94.6817,31.5678
-97.2247,27.5905
-96.2684,32.1629
-97.1421,32.8473
-97.101,32.6021
-97.1938,32.8768
-97.3399,32.926
-95.4235,31.0046
-97.7899,30.1776
-100.0846,32.4096
-99.7758,32.418
-101.7334,29.8307
-95.8928,32.4863
-96.2626,30.1572
-96.263,30.1564
-95.4354,32.8949
-97.857,30.7603
-97.6509,30.5907
-97.7339,30.7061
-97.6972,30.5083
-98.1958,29.2495
-98.2456,29.2829
-112.005,41.5267
-112.2675,41.6947
-112.1482,41.7267
-112.0208,41.509
-112.6244,38.2779
-112.3339,39.3723
-111.8115,40.6657
-111.8436,40.4306
-111.7744,40.379
-112.0637,41.2435
-111.958,41.2939
-75.3978,38.0131
-77.9885,39.1607
-77.6443,37.3252
-78.2963,39.2741
-80.3932,36.9581
-77.1386,38.7462
-77.2041,38.8875
-77.4141,38.9118
-77.5048,37.646
-77.5855,37.9098
-80.4272,37.2377
-76.454,37.0756
-76.2923,36.8617
-76.396,37.145
-80.4477,36.6796
-76.327,36.801
-77.4299,38.6844
-77.4206,38.6804
-80.0228,37.2168
-82.5367,36.7217
-77.3594,38.2578
-78.3506,39.0422
-76.0422,36.7746
-75.9911,36.7538
-76.7302,38.077
-72.6907,44.464
-72.1168,44.7586
-72.8077,44.3606
-119.3243,46.2506
-122.6862,45.6686
-123.4673,48.082
-123.42,48.098
-120.28,47.3963
-122.6909,48.2171
-122.2509,47.5859
-121.6806,47.4669
-122.6092,47.5857
-122.5097,47.7446
-119.284,48.6954
-122.3886,48.4277
-122.9466,48.6079
-122.8918,47.0235
-122.823,47.1307
-122.6245,48.8689
-122.7075,48.8009
-122.499,48.7158
-90.8839,46.5824
-87.9735,44.4677
-90.8349,46.9386
-89.5636,42.7199
-90.057,42.914
-87.5833,44.1762
-87.893,43.0978
-87.7664,43.7847
-91.405,46.1326
-88.3472,44.8492
-89.4579,46.1902
-88.4286,43.1462
-88.7797,44.0207
-88.4513,44.1737
-88.2657,43.5288
-77.9181,39.5875
-80.6452,38.337
-80.8571,39.47
-105.6325,41.2894
-106.0029,41.458
-105.5962,44.475
-106.4101,41.6524
-106.4175,41.6842
-105.0635,42.9042
-105.3225,42.7617
-104.1684,42.0586
-104.7547,41.1449
-104.3212,41.1015
-104.6039,41.1667
-110.8884,42.5519
-110.9497,42.9765
-110.9605,42.9726
-106.4108,42.8167
-106.4989,42.767
